Epoch 1: 100%|███████████████████████████████████████████████████████| 9000/9000 [00:09<00:00, 908.88it/s]
Training Loss (epoch 1): 0.0022757455059152216
Epoch 2: 100%|███████████████████████████████████████████████████████| 9000/9000 [00:09<00:00, 913.36it/s]
Training Loss (epoch 2): 0.0
Epoch 3: 100%|███████████████████████████████████████████████████████| 9000/9000 [00:09<00:00, 912.38it/s]
Training Loss (epoch 3): 0.0
Epoch 4: 100%|███████████████████████████████████████████████████████| 9000/9000 [00:09<00:00, 913.02it/s]
Training Loss (epoch 4): 0.0
Epoch 5: 100%|███████████████████████████████████████████████████████| 9000/9000 [00:09<00:00, 913.53it/s]
Training Loss (epoch 5): 0.0
Epoch 6: 100%|███████████████████████████████████████████████████████| 9000/9000 [00:09<00:00, 913.68it/s]
Training Loss (epoch 6): 0.0
Epoch 7: 100%|███████████████████████████████████████████████████████| 9000/9000 [00:09<00:00, 913.82it/s]
Training Loss (epoch 7): 0.0
Epoch 8: 100%|███████████████████████████████████████████████████████| 9000/9000 [00:09<00:00, 912.15it/s]
Training Loss (epoch 8): 0.0
Epoch 9: 100%|███████████████████████████████████████████████████████| 9000/9000 [00:10<00:00, 844.63it/s]
Training Loss (epoch 9): 0.0
Epoch 10: 100%|██████████████████████████████████████████████████████| 9000/9000 [00:10<00:00, 852.64it/s]
Training Loss (epoch 10): 0.0
Finished Training!
Model weights saved at: saved/trained_weights.pth
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 0, True: 0
Prediction: 0, True: 0
Prediction: 1, True: 1
Prediction: 1, True: 1
